product name,Current Price,Previous Price, Price Per Each ,Category,Amount,Units
Hami Melons,12.82,12.82,4.39,Fresh Fruits,1,ea
Ontario Greenhouse-Grown Strawberries ,5.99,5.99,1.76,Fresh Fruits,340,g
Mini Seedless Watermelon,6,6,6.00,Fresh Fruits,1,ea
Organic Navel Oranges 3lb Bag,7,7,0.51,Fresh Fruits,1.36,kg
White Flesh Nectarine,1.06,1.06,8.80,Fresh Fruits,1,ea
Fresh Coconut Young,2.99,4.99,2.99,Fresh Fruits,1,ea
Water Chestnuts,2.49,2.49,0.55,Fresh Fruits,454,g
Honeydew Melon,6.99,6.99,6.99,Fresh Fruits,1,ea
Plumcots,5.8,7.74,6.59,Fresh Fruits,1,ea
Apriplum,11,11,11.00,Fresh Fruits,1,ea
Orchard Run Gala Apples,0.6,0.69,2.84,Fresh Fruits,1,ea
Green Seedless Grapes,8,8,0.88,Fresh Fruits,907,g
Mandarin Halo,8,8,0.59,Fresh Fruits,1362,g
Organic Honeydew Melon,6.99,6.99,6.99,Fresh Fruits,1,ea
Barlett Pears 5lb Bag,9.5,9.5,0.42,Fresh Fruits,5,lb
Red Grapefruit,1.99,1.99,1.99,Fresh Fruits,1,ea
Organic Blackberries,4.99,4.99,2.94,Fresh Fruits,170,g
Fuji Apples,1.58,1.58,6.59,Fresh Fruits,1,ea
Blackberries 1 pint,7.99,7.99,2.35,Fresh Fruits,340,g
Mango Red 3Ct,5.49,5.49,1.83,Fresh Fruits,3,ea
White Pummelos,2.88,4.99,2.88,Fresh Fruits,1,ea
Organic Bartlett Pears,8,8,0.59,Fresh Fruits,3,lb
Guava,4.99,4.99,0.77,Fresh Fruits,650,g
Mandarin Oranges,0.93,0.93,5.49,Fresh Fruits,1,ea
Blue Plums,0.18,0.26,4.39,Fresh Fruits,1,ea
Pomegranate,3.49,3.49,3.49,Fresh Fruits,1,ea
Green Figs,1.29,1.29,1.29,Fresh Fruits,1,ea
Pineapple Honeyglow,5.99,5.99,5.99,Fresh Fruits,1,ea
Sugar Cane,4.99,4.99,4.99,Fresh Fruits,1,ea
Coconuts,3.99,3.99,3.99,Fresh Fruits,1,ea
Red Seedless Grapes,8,8,0.88,Fresh Fruits,907,g
Yellow Nectarines,1.23,1.23,8.80,Fresh Fruits,1,ea
White Peaches,1.32,1.32,8.80,Fresh Fruits,1,ea
Gala Apples 3Lb Bag,6.99,6.99,0.51,Fresh Fruits,3,lb
Minneola Tangelos,1.22,1.22,5.49,Fresh Fruits,1,ea
Granadilla,2.49,2.49,2.49,Fresh Fruits,1,ea
Black Seedless Grapes,8,8,0.88,Fresh Fruits,907,g
Seedless Mandarins,0.82,0.82,5.49,Fresh Fruits,1,ea
Organic Cantaloupe,5.99,5.99,5.99,Fresh Fruits,1,ea
Organic Mini Watermelon,8,8,8.00,Fresh Fruits,2.1,kg
Bosc Pears,1.45,1.45,6.59,Fresh Fruits,1,ea
Coleslaw,2.99,2.99,0.75,Packaged Salad & Dressing,397,g
Baby Spinach,3.99,3.99,2.81,Packaged Salad & Dressing,0.142,kg
Baby Spinach,5.99,5.99,1.92,Packaged Salad & Dressing,0.312,kg
Sweet Kale Salad Kit,5.49,5.49,1.61,Packaged Salad & Dressing,340,g
Organics Baby Spinach,4.99,4.99,3.51,Packaged Salad & Dressing,142,g
Dill Pickle Chopped Salad Kit,5.99,5.99,1.80,Packaged Salad & Dressing,341,g
Organics Baby Spinach,6.99,6.99,2.24,Packaged Salad & Dressing,312,g
Spring Mix,3.99,3.99,2.81,Packaged Salad & Dressing,0.142,kg
Spring Mix,5.99,5.99,1.92,Packaged Salad & Dressing,0.312,kg
Caesar Salad Kit,4.49,4.49,1.59,Packaged Salad & Dressing,282,g
Arugula,3.99,3.99,2.81,Packaged Salad & Dressing,0.142,kg
Garden Salad,3.99,3.99,1.17,Packaged Salad & Dressing,0.34,kg
Baby Arugula,4.99,4.99,3.51,Packaged Salad & Dressing,142,g
Organics Field Greens Salad Mix,6.99,6.99,2.24,Packaged Salad & Dressing,312,g
Popeye Baby Spinach Mix,3.99,3.99,1.40,Packaged Salad & Dressing,284,g
Salad Kit Chopped Sesame Wonton ,5.49,5.49,1.58,Packaged Salad & Dressing,347,g
Cello Spinach,4.99,4.99,1.76,Packaged Salad & Dressing,283.5,g
Chipotle Ranch Chop Salad Kit,5.49,5.49,1.61,Packaged Salad & Dressing,340,g
Caesar Salad Kit,3.99,3.99,1.41,Packaged Salad & Dressing,283,g
Chopped Mexican Style Street Corn Salad Kit,5.49,5.49,1.93,Packaged Salad & Dressing,285,g
Caesar Salad Chop Kit,5.49,5.49,1.84,Packaged Salad & Dressing,298,g
Everything Chopped Salad Kit,5.99,5.99,1.78,Packaged Salad & Dressing,336,g
Baby Arugula Spinach Blend,3.99,3.99,2.81,Packaged Salad & Dressing,0.142,kg
Buffalo Ranch Chopped Salad Kit,5.99,5.99,1.56,Packaged Salad & Dressing,383,g
Bacon Caesar Chop Salad Kit,5.49,5.49,1.68,Packaged Salad & Dressing,326,g
50-50 Blend - A Blend of Baby Spinach and Field Greens,4.99,4.99,1.76,Packaged Salad & Dressing,0.283,kg
Organics Field Greens Salad Mix,4.99,4.99,3.51,Packaged Salad & Dressing,142,g
Broccoli Crunch Chopped Salad Kit,5.99,5.99,1.66,Packaged Salad & Dressing,360,g
Romaine Salad,3.99,3.99,1.56,Packaged Salad & Dressing,0.255,kg
Large Caesar Salad,8,8,1.61,Packaged Salad & Dressing,558,g
Maple Bourbon Bacon Chopped Salad Kit,5.99,5.99,1.90,Packaged Salad & Dressing,315,g
Loads Of Garlic Caesar Salad Kit,5.49,5.49,1.72,Packaged Salad & Dressing,319,g
Broccoli Slaw,3.99,3.99,1.17,Packaged Salad & Dressing,340,g
Kale Slaw,3.99,3.99,1.17,Packaged Salad & Dressing,340,g
Southwest Salad Kit,5.49,5.49,1.49,Packaged Salad & Dressing,369,g
Barbecue Ranch Chopped Salad Kit,5.49,5.49,1.49,Packaged Salad & Dressing,369,g
Avocado Ranch Chopped Salad Kit,5.49,5.49,1.58,Packaged Salad & Dressing,347,g
Guacamole Crunch Chopped Salad Kit,5.99,5.99,1.88,Packaged Salad & Dressing,319,g
"Veggie Dip, Ranch",4.99,4.99,1.47,Packaged Salad & Dressing,340,g
Caesar Salad Kit,5.99,6.99,1.02,Packaged Salad & Dressing,586,g
Large Greek Salad,8,8,1.08,Packaged Salad & Dressing,740,g
Thai Chili Mango Chopped Salad Kit,5.99,5.99,1.88,Packaged Salad & Dressing,319,g
Mixed Greens,3.99,3.99,1.17,Packaged Salad & Dressing,0.34,kg
Popeye Select Spinach,9.99,9.99,0.88,Packaged Salad & Dressing,1,kg
Caesar Salad Family Size,15,15,2.03,Packaged Salad & Dressing,785,g
Arugula & Baby Spinach Salad Mix,4.99,4.99,3.51,Packaged Salad & Dressing,142,g
Coleslaw,6.99,6.99,0.51,Packaged Salad & Dressing,1.36,kg
Washed Lettuce Crispies & Crunchies,4.99,4.99,3.51,Packaged Salad & Dressing,20164,g
Washed Lettuce Crispies & Crunchies,4.99,4.99,3.51,Packaged Salad & Dressing,20164,g
"Chopped Salad Kit, Vegetable Blend with Plant Based Salad Dressing",5.99,5.99,1.83,Packaged Salad & Dressing,0.328,kg
Creamy Greek Pouch 44Ml,0.55,0.55,1.25,Packaged Salad & Dressing,44,ml
Rose Spring Salad Mix,4.99,4.99,3.51,Packaged Salad & Dressing,142,g
Mighty Caesar Dressing,0.55,0.55,1.31,Packaged Salad & Dressing,42,g
Ranch Refrigerated Dip,5.99,5.99,2.12,Packaged Salad & Dressing,283,g
"Broccoli Salad, Mini",4,4,1.90,Packaged Salad & Dressing,210,g
Large Chicken Caesar Salad,10,10,1.60,Packaged Salad & Dressing,626,g
Small Sweet Kale Salad,8.81,8.81,22.02,Packaged Salad & Dressing,1,ea
Romaine Salad Family Size,12,12,1.20,Packaged Salad & Dressing,1,kg
Greek Chicken Salad,4.4,4.4,17.61,Packaged Salad & Dressing,1,ea
Pizza Ranch Mini Chopped Salad Kit,3.99,3.99,3.02,Packaged Salad & Dressing,0.132,kg
Poppyseed Pouch 44Ml,0.55,0.55,1.25,Packaged Salad & Dressing,44,ml
Cauliflower Slaw,3.99,3.99,1.17,Packaged Salad & Dressing,0.34,kg
"Pineapple Vegetable Kebab, 4 pack",8,8,1.05,Packaged Salad & Dressing,764,g
"Mushroom Kebab, 4 pack",8,8,1.32,Packaged Salad & Dressing,604,g
Nashville Hot Mini Chopped Salad Kit,3.99,3.99,3.27,Packaged Salad & Dressing,0.122,kg
Organic Field Greens & Baby Spinach - Salad Mix,6.99,6.99,2.24,Packaged Salad & Dressing,312,g
Chopped Romaine,6.99,6.99,0.77,Packaged Salad & Dressing,0.907,kg
"Chicken BLT Salad, Small",5.05,5.05,18.72,Packaged Salad & Dressing,1,ea
Caesar Mini Chopped Salad Kit,3.99,3.99,3.19,Packaged Salad & Dressing,0.125,kg
Spring Mix Salad with Toppings Single Sized,4.99,4.99,3.22,Packaged Salad & Dressing,155,g
Washed Lettuce Multileaf Blend,4.99,4.99,3.51,Packaged Salad & Dressing,142,g
Garden Salad,6.99,6.99,0.51,Packaged Salad & Dressing,1.36,kg
"Kale, Chard and Spinach Salad Mix",4.99,4.99,3.51,Packaged Salad & Dressing,142,g
"Veggie Dip, Spinach",4.99,4.99,1.47,Packaged Salad & Dressing,340,g
Spring Herb Vinagrette Pouch,0.55,0.55,1.22,Packaged Salad & Dressing,45,ml
Caesar Salad with Toppings Single Sized,4.99,4.99,2.85,Packaged Salad & Dressing,175,g
Large Shrimp & Bacon Caesar Salad,12,12,1.30,Packaged Salad & Dressing,926,g
"Spinach Salad with Goat Cheese, Small",5.73,5.73,22.02,Packaged Salad & Dressing,1,ea
Tomato and Boncconcini Salad,6.34,6.34,19.82,Packaged Salad & Dressing,1,ea
Large House Cheddar Salad,10,10,1.54,Packaged Salad & Dressing,648,g
Canadian Reds Lettuce,4.99,4.99,3.51,Packaged Salad & Dressing,142,g
Greek Salad Family Size,15,15,1.50,Packaged Salad & Dressing,1,kg
Sweet Kale Salad Kit,4.99,4.99,1.47,Packaged Salad & Dressing,340,g
"Veggie Dip, Light Ranch",4.99,4.99,1.47,Packaged Salad & Dressing,340,g
"Chicken Caesar Salad, Small",5.35,5.35,19.82,Packaged Salad & Dressing,1,ea
"California Salad, Small",3.08,3.08,17.61,Packaged Salad & Dressing,1,ea
"Chick Pea Salad, Mini",4,4,1.10,Packaged Salad & Dressing,550,g
Chopped Kit Organic Lemon Parmesan,6.99,6.99,2.81,Packaged Salad & Dressing,0.249,kg
Sweet Kale Salad Family Size,15,15,15.00,Packaged Salad & Dressing,1,ea
Balsamic Vinaigrette Pouch,0.55,0.55,1.22,Packaged Salad & Dressing,45,ml
Large Steak & Egg Salad,13,13,1.86,Packaged Salad & Dressing,698,g
Citrus Crunch Mini Chopped Salad Kit,3.99,3.99,3.02,Packaged Salad & Dressing,0.132,kg
Chicken Salad  (After 11am),2.47,2.47,13.90,Packaged Salad & Dressing,1,ea
Dressing Blue Cheese,0.55,0.55,1.25,Packaged Salad & Dressing,44,ml
Dip Organic Ranch,4.29,4.29,1.52,Packaged Salad & Dressing,283,g
"Kale Caesar Chopped Kit, Organic, 156 G",6.99,6.99,3.38,Packaged Salad & Dressing,0.207,kg
Dressing Blue Cheese,0.55,0.55,1.25,Packaged Salad & Dressing,44,ml
"Southwestern Chicken Salad, Family Size",15,15,1.09,Packaged Salad & Dressing,1.47,kg
Greek Vinaigrette Pouch,0.55,0.55,1.22,Packaged Salad & Dressing,45,ml
"Cobb Salad, Small",7.63,7.63,23.13,Packaged Salad & Dressing,1,ea
Ranch Pouch 44Ml,0.55,0.55,1.25,Packaged Salad & Dressing,44,ml
Dressing Caesar,0.55,0.55,1.25,Packaged Salad & Dressing,44,ml
"Chimichurri Chopped Kit, Organic, 241 G",6.99,6.99,2.29,Packaged Salad & Dressing,0.305,kg
"Shrimp & Bacon Caesar Salad, Mini",4,4,1.43,Packaged Salad & Dressing,280,g
Classic Bowl ,4.99,4.99,2.34,Packaged Salad & Dressing,213,g
Minis,4.99,4.99,2.20,Packaged Salad & Dressing,227,g
Dill Refrigerated Dip,5.99,5.99,2.12,Packaged Salad & Dressing,283,g
French Onion Refrigerated Dip,5.99,5.99,2.12,Packaged Salad & Dressing,283,g
Large House Salad,8,8,1.22,Packaged Salad & Dressing,658,g
"Veggie Dip, Southwest Ranch",4.99,4.99,1.47,Packaged Salad & Dressing,340,g
Watermelon Crunch Chopped Salad Kit,5.99,5.99,2.24,Packaged Salad & Dressing,267,g
"Caesar Salad, Small",4.05,4.05,17.61,Packaged Salad & Dressing,1,ea
"Greek Salad, Small",5.46,5.46,17.61,Packaged Salad & Dressing,1,ea
Apple Cider Vin Pouch 45 Ml,0.55,0.55,1.22,Packaged Salad & Dressing,45,ml
Sweet Chili Refrigerated Dip,5.99,5.99,2.12,Packaged Salad & Dressing,283,g
"Veggie Dip, Ranch Snack Pack",4.99,4.99,11.60,Packaged Salad & Dressing,43,g
Salad Kit Sweet Kale Club Size,6,6.99,0.88,Packaged Salad & Dressing,680,g
Baby Spinach And Tender Red Lettuce,3.99,3.99,2.81,Packaged Salad & Dressing,0.142,kg
Cilantro,0.99,1.29,0.99,Herbs,1,bunch
Italian Parsley,2.49,2.49,2.49,Herbs,1,bunch
Curly Parsley,1.99,1.99,1.99,Herbs,1,bunch
"Fresh Dill, Baby",2.99,2.99,2.99,Herbs,1,bunch
Basil,2.49,2.49,280.00,Herbs,1,ea
"Mint, Fresh",1.99,1.99,1.99,Herbs,1,bunch
Thyme ,2.49,2.49,280.00,Herbs,1,ea
Mint,2.49,2.49,280.00,Herbs,1,ea
Rosemary,2.49,2.49,280.00,Herbs,1,ea
Chives,2.49,2.49,280.00,Herbs,1,ea
Basil,4.99,4.99,800.00,Herbs,1,ea
Organic Basil,2.99,2.99,200.00,Herbs,1,ea
Organic Mint,2.99,2.99,200.00,Herbs,1,ea
Organic Rosemary,2.99,2.99,200.00,Herbs,1,ea
Organic Thyme,2.99,2.99,200.00,Herbs,1,ea
Dill Weed for Pickling,2.99,2.99,2.99,Herbs,1,ea
Oregano,2.49,2.49,280.00,Herbs,1,ea
Sage,2.49,2.49,280.00,Herbs,1,ea
Fresh Poultry Herb Blend,2.49,2.49,280.00,Herbs,1,ea
Paste Ginger,4.99,4.99,6.24,Herbs,80,g
Organic Chives,2.99,2.99,14.95,Herbs,20,g
Paste Garlic,4.99,4.99,6.24,Herbs,80,g
Paste Cilantro,4.99,4.99,6.24,Herbs,80,g
Paste Basil,4.99,4.99,6.24,Herbs,80,g
Lightly Dried Cilantro,4.99,4.99,49.90,Herbs,10,g
Lightly Dried Basil,4.99,4.99,41.58,Herbs,12,g
Tarragon,2.49,2.49,280.00,Herbs,1,ea
Paste Chunky Garlic,4.99,4.99,6.24,Herbs,80,g
Lightly Dried Parsley,4.99,4.99,49.90,Herbs,10,g
Thai Basil,2.49,2.49,280.00,Herbs,1,ea
Paste Lemongrass,4.99,4.99,6.24,Herbs,80,g
Paste Italian Herbs,4.99,4.99,6.24,Herbs,80,g
Paste Thai Seasoning,4.99,4.99,6.24,Herbs,80,g
Stir-In Paste Thai Seasoning,4.99,4.99,4.34,Herbs,115,g
Watermelon Quarters,3.12,3.12,2.18,Fresh Cut Fruits & Vegetables,1,ea
Broccoli Florets,4.99,4.99,1.47,Fresh Cut Fruits & Vegetables,340,g
Watermelon Large,2.43,2.43,5.93,Fresh Cut Fruits & Vegetables,1,ea
"Veggie Platter, Small",14,14,1.61,Fresh Cut Fruits & Vegetables,850,g
Duda Celery Sticks,4.99,4.99,1.10,Fresh Cut Fruits & Vegetables,454,g
Broccoli Florets,8.99,8.99,0.99,Fresh Cut Fruits & Vegetables,907,g
Green Beans,5.99,5.99,1.76,Fresh Cut Fruits & Vegetables,340,g
Mixed Fruit Parfait,4,4,1.36,Fresh Cut Fruits & Vegetables,290,g
Veggie Tripack,10,10,1.20,Fresh Cut Fruits & Vegetables,800,g
Mixed Melon Large,3.08,3.08,7.69,Fresh Cut Fruits & Vegetables,1,ea
Cored Pineapple,8,8,1.34,Fresh Cut Fruits & Vegetables,595,g
Pineapple Spears,6,6,1.01,Fresh Cut Fruits & Vegetables,595,g
Cantaloupe Large,2.61,2.61,7.69,Fresh Cut Fruits & Vegetables,1,ea
Sun Rich Sliced Red Apples,6,6,1.01,Fresh Cut Fruits & Vegetables,595,g
Vegetable Medley,4.99,4.99,1.47,Fresh Cut Fruits & Vegetables,340,g
Strawberries Small,5,5,1.54,Fresh Cut Fruits & Vegetables,325,g
Fruit Salad Small,6.15,6.15,14.31,Fresh Cut Fruits & Vegetables,1,ea
Pineapple Large,5.39,5.39,14.97,Fresh Cut Fruits & Vegetables,1,ea
Greek Yogurt Parfait,4,4,1.38,Fresh Cut Fruits & Vegetables,290,g
"Fresh Berry Bowl, Large",7.22,7.22,17.61,Fresh Cut Fruits & Vegetables,1,ea
"Veggie Platter, Small ",14,14,1.46,Fresh Cut Fruits & Vegetables,962,g
Cooked Beets,3.69,3.69,1.48,Fresh Cut Fruits & Vegetables,250,g
Organic Broccoli Florets,6.99,6.99,2.46,Fresh Cut Fruits & Vegetables,284,g
"Snack Cup, Grapes & Cheese",4,4,2.00,Fresh Cut Fruits & Vegetables,200,g
"Ready Veggie, Kale Blend",5.99,5.99,1.76,Fresh Cut Fruits & Vegetables,340,g
Kiwi-Strawberry Large,12.19,12.19,17.17,Fresh Cut Fruits & Vegetables,1,ea
Vegetable Medley,8.99,8.99,0.99,Fresh Cut Fruits & Vegetables,907,g
Lunch Size Veggies & Dip,5.06,5.06,11.00,Fresh Cut Fruits & Vegetables,1,ea
"Snack Cup, Veggies & Dip",4,4,1.88,Fresh Cut Fruits & Vegetables,200,g
Fresh Fruit Snack Cup,4,4,1.82,Fresh Cut Fruits & Vegetables,220,g
Cauliflower Florets,5.99,5.99,1.76,Fresh Cut Fruits & Vegetables,340,g
Broccoli Slaw,7.99,7.99,0.88,Fresh Cut Fruits & Vegetables,907,g
Organic Cooked Beets,5.99,5.99,2.40,Fresh Cut Fruits & Vegetables,250,ea
Crumbled Cauliflower,4.99,4.99,1.47,Fresh Cut Fruits & Vegetables,340,g
Organic Green Beans,6.99,6.99,2.47,Fresh Cut Fruits & Vegetables,283,g
"Roasted Peanuts, No Salt",7,7,0.77,Dried Fruits & Nuts,907,g
Roasted Peanuts In Shell,14,14,0.70,Dried Fruits & Nuts,2,kg
Dates Medjool,10.97,12,1.21,Dried Fruits & Nuts,907,g
Salted California Pistachios,4.79,4.79,2.13,Dried Fruits & Nuts,225,g
Unsalted California Pistachios ,4.79,4.79,2.13,Dried Fruits & Nuts,225,g
Salted Virginia Peanuts,4.49,4.49,0.99,Dried Fruits & Nuts,454,g
Salted California Pistachios,9,9,1.98,Dried Fruits & Nuts,454,g
Pitted Honey Dates,5.99,5.99,0.66,Dried Fruits & Nuts,907,g
Dried Turkish Apricots,4.99,4.99,2.50,Dried Fruits & Nuts,200,g
"Raw, Unsalted Pumpkin Seeds",2.29,2.29,2.29,Dried Fruits & Nuts,100,g
Dried Turkish Figs,3.79,3.79,1.90,Dried Fruits & Nuts,200,g
Pistachios No Shells Roasted Light Salt,8,8,4.71,Dried Fruits & Nuts,170,g
"Wonderful Pistachios, Sweet Chili",5.79,5.79,2.90,Dried Fruits & Nuts,200,g
"Wonderful Pistachios, Roasted & Salted",5.79,5.79,2.57,Dried Fruits & Nuts,225,g
"Pistachios, Salt & Pepper",5.79,5.79,2.90,Dried Fruits & Nuts,200,g
Unsalted California Pistachios ,9,9,1.98,Dried Fruits & Nuts,454,g
"Raw, Unsalted Sunflower Seeds",2.19,2.19,2.19,Dried Fruits & Nuts,100,g
Dates Cups,3.79,3.79,1.34,Dried Fruits & Nuts,283,g
"Pistachios, Roasted Salted",10,10,2.22,Dried Fruits & Nuts,450,g
Bard Valley Natural Delights Pitted Medjool Dates,9.99,9.99,2.94,Dried Fruits & Nuts,340,g
Organic Medjool Dates,10.49,10.49,2.31,Dried Fruits & Nuts,454,g
"No shell Pistachios, Sea Salt & Vinegar",8,8,5.16,Dried Fruits & Nuts,155,g
Pistachios No Shells Chili Roasted,8,8,5.16,Dried Fruits & Nuts,155,g
"Wonderful Pistachios, Shelled",8,8,4.71,Dried Fruits & Nuts,170,g
Pistachios No Shells Honey Roasted,8,8,5.16,Dried Fruits & Nuts,155,g
"Pistachios, Roasted & Unsalted",5.79,5.79,2.57,Dried Fruits & Nuts,225,g
Golden Figs,6.29,6.29,2.77,Dried Fruits & Nuts,227,g
Organic Dates,8.49,8.49,2.50,Dried Fruits & Nuts,340,g
Pistachios Lightly Salted,10,10,2.22,Dried Fruits & Nuts,450,g
"Salted, Dry Roasted California Pistachios",25,25,2.21,Dried Fruits & Nuts,1.13,kg
Sea Salt Pistachios,7.99,7.99,4.70,Dried Fruits & Nuts,170,g
No shell BBQ Pistachios,8,8,5.16,Dried Fruits & Nuts,155,g
Coconut Rolled Medjool Dates,7.99,7.99,2.35,Dried Fruits & Nuts,340,g
Honey Roasted Pistachios,7.99,7.99,5.15,Dried Fruits & Nuts,155,g
Sea Salt & Pepper Pistachios No Shells,8,8,5.16,Dried Fruits & Nuts,155,g
Walnuts,0.27,0.27,0.55,Dried Fruits & Nuts,1,ea
Mini Medjools Sweet & Salty Almond,7.99,7.99,2.35,Dried Fruits & Nuts,340,g
Walnuts,5,5,1.10,Dried Fruits & Nuts,0.454,kg
Mixed Nuts in Shell,10,10,1.10,Dried Fruits & Nuts,0.907,kg
Mixed Nuts,14,14,2.00,Dried Fruits & Nuts,700,g
Greek String,6.29,6.29,2.21,Dried Fruits & Nuts,284,g
Green Goodness,8.99,8.99,0.58,Fresh Juice & Smoothies,1.54,l
Green Goodness,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
100% Carrot,8.99,8.99,0.58,Fresh Juice & Smoothies,1.54,l
Berry Boost,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
100% Pomegranate Juice,11.99,11.99,0.86,Fresh Juice & Smoothies,1.4,l
C-Boost,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Strawberry Banana,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Kombucha Ginger Lemon,4.99,4.99,0.71,Fresh Juice & Smoothies,700,ml
Organic Mango Passionfruit Kombucha,4.99,4.99,0.71,Fresh Juice & Smoothies,700,ml
Blue Goodness,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Cold Pressed Juice Greens   ,4.99,4.99,1.50,Fresh Juice & Smoothies,333,ml
Org Kom Rasp Lemn 700Ml  ,4.99,4.99,0.71,Fresh Juice & Smoothies,700,ml
100% Pomegranate Juice,5.99,5.99,1.27,Fresh Juice & Smoothies,473,ml
"Juice, 100% Pomegranate",10.99,10.99,0.71,Fresh Juice & Smoothies,1.54,l
Strawberry Banana,8.99,8.99,0.58,Fresh Juice & Smoothies,1.54,l
Daily Greens,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Amazing Mango,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
100% Carrot,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Vanilla Chai Tea,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Mocha Cappuccino,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Red Goodness,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Kombucha Wild Berry,4.99,4.99,0.71,Fresh Juice & Smoothies,700,ml
Amazing Mango,8.99,8.99,0.58,Fresh Juice & Smoothies,1.54,l
Cold Pressed Juice Be Well  ,4.99,4.99,1.50,Fresh Juice & Smoothies,333,ml
Cold Pressed Juice C Well  ,4.99,4.99,1.50,Fresh Juice & Smoothies,333,ml
Elixir Lemon+Ginger+Honey,3.99,3.99,6.65,Fresh Juice & Smoothies,60,ml
Ginger Carrot Turmeric,8.99,8.99,0.58,Fresh Juice & Smoothies,1540,ml
Pomegranate Juice,8.99,8.99,1.27,Fresh Juice & Smoothies,710,ml
Refreshed  Apple + Grapefruit + Lemon + Ginger + Cucumber,4.99,4.99,1.50,Fresh Juice & Smoothies,333,ml
Ink. Lemonade Charcoal    ,4.99,4.99,1.50,Fresh Juice & Smoothies,333,ml
100% Orange Juice,6.49,6.49,0.69,Fresh Juice & Smoothies,946,ml
Ink. Lemonade Spirulina    ,4.99,4.99,1.50,Fresh Juice & Smoothies,333,ml
Super Tea Pomegranate Peach Passion White Tea,9.99,9.99,0.71,Fresh Juice & Smoothies,1.4,l
Antiox,3.99,3.99,6.65,Fresh Juice & Smoothies,60,ml
Detox 60 ml,3.99,3.99,6.65,Fresh Juice & Smoothies,60,ml
"Milk, 2%",5.89,5.89,0.15,Milk & Cream,4,l
Homogenized Milk,6.29,6.29,0.16,Milk & Cream,4,l
Lactose Free 2% Dairy Product (2L),5.99,5.99,0.30,Milk & Cream,2,l
"Almond For Coffee, Vanilla Flavour, Plant Based Dairy Free Coffee Creamer",5.49,5.49,0.62,Milk & Cream,890,ml
Coffee Cream 10% MF,3.69,3.69,0.39,Milk & Cream,946,ml
Lactose Free 2% Partly Skimmed Ultrafiltered Milk,6.29,6.29,0.42,Milk & Cream,1.5,l
"French Vanilla Flavoured Coffee Creamer, 63 Servings",5.99,5.99,0.63,Milk & Cream,946,ml
1% Milk,5.89,5.89,0.15,Milk & Cream,4,l
"Oat For Coffee, Vanilla, Plant Based, Dairy Free Coffee Creamer",5.49,5.49,0.62,Milk & Cream,890,ml
Lactose Free 1% Dairy Product (2L),5.99,5.99,0.30,Milk & Cream,2,l
Chocolate Lactose Free 2% Partly Skimmed Ultrafiltered Milk,6.29,6.29,0.42,Milk & Cream,1.5,l
"For Coffee, Hazelnut Flavour, Dairy Free Coffee Creamer",3.29,3.29,0.70,Milk & Cream,473,ml
"Pumpkin Spice Flavoured Almond Coffee Creamer, Limited Edition",3.29,3.29,0.73,Milk & Cream,450,ml
Pumpkin Spice Latte Liquid Coffee Enhancer,7.99,7.99,0.96,Milk & Cream,828,ml
"Real Whipped Cream, Regular",4.69,4.69,2.08,Milk & Cream,225,g
Lactose Free 2% Milk,5.99,5.99,0.30,Milk & Cream,2,l
"Hazelnut Flavoured Coffee Creamer, 63 Servings",5.99,5.99,0.63,Milk & Cream,946,ml
"Milk, 2%",4.69,4.69,0.23,Milk & Cream,2,l
Caramel Macchiato Liquid Coffee Enhancer,7.99,7.99,0.96,Milk & Cream,828,ml
Lactose Free Skim Ultrafiltered Milk,6.29,6.29,0.42,Milk & Cream,1.5,l
"Half / Half, 10%",3.09,3.09,0.65,Milk & Cream,473,ml
"Organic Cream, 10% M.F.",3.79,3.79,0.80,Milk & Cream,473,ml
"French Vanilla Flavoured Fat Free Coffee Creamer, 63 Servings",5.99,5.99,0.63,Milk & Cream,946,ml
Maple Pecan Coffee,12.49,12.49,4.02,Milk & Cream,311,g
Coffee Cream 18% M.F.,3.19,3.19,0.67,Milk & Cream,473,ml
Flavoured Milk,2.39,2.39,0.51,Milk & Cream,473,ml
Whole Milk,7.99,7.99,0.40,Milk & Cream,2,l
Rich & Creamy Egg Nog Original,3.79,3.79,0.38,Milk & Cream,1,l
Strawberry Milkshake,1.99,1.99,0.64,Milk & Cream,310,ml
Trutaste Milk 2% M.F. Lactose Free,10.99,10.99,0.27,Milk & Cream,4,l
2% Milk,2.79,2.79,0.28,Milk & Cream,1,l
"Chocolate Milk, 1%",2.39,2.39,0.51,Milk & Cream,473,ml
Organic Skim Milk,9.69,9.69,0.24,Milk & Cream,4,l
Whipped Topping,6.49,6.49,1.62,Milk & Cream,400,g
0% M.F. Fat-Free Creamer,4.49,4.49,0.47,Milk & Cream,946,ml
